index,Image Name,AI generated Summary,Author Summary,Cosine_Similarity Score,ROUGE-WE,BertScore,BLEU Score,METEOR Score
91,174.jpg," Section 2: Primary Indicators and Ratings
8. Secondary Indicators and Ratings
9. Dimensions
10. Reliability Analysis
11. Content Validity
12. Health Communication
13. V Health
14. C Health
15. R Health
16. I Health
17. Total Score",H1a.Involvement relates positively to the consumption level of tourist engagement in SMNs. H1b.Involvement relates positively to the contribution level of tourist engagement in SMNs. H1c.Involvement relates positively to the creation level of tourist engagement in SMNs. H2a Perceived anonymity relates positively to the consumption level of tourist engagement in SMNs.H2b Perceived anonymity relates positively to the contribution level of tourist engagement in SMNs. H2c Perceived anonymity relates positively to the creation level of tourist engagement in SMNs. H3a Consumption engagement in SMNs relates positively to cold BRQ. H3b Consumption engagement in SMNs relates positively to hot BRQ. H6a Cold BRQ on SMNs relates positively to trip decision-making. H6b Hot BRQ on SMNs relates positively to trip decision-making.H6a Cold BRQ on SMNs relates positively to trip decision-making. H6b Hot BRQ on SMNs relates positively to trip decision-making H4a Contribution engagement in SMNs relates positively to cold BRQ. H4b Contribution engagement in SMNs relates positively to hot BRQ. H5a :Creation engagement in SMNs relates positively to cold BRQ. H5b Creation engagement in SMNs relates positively to hot BRQ. H7a Cold BRQ on SMNs relates positively to cross-buying decisions.H7b Hot BRQ on SMNs relates positively to cross-buying decisions. Fig. 1 shows the theoretical model.,0.00%,49.85%,77.71%,0.00%,68.51%
92,175.jpg," The Unified Theory of Acceptance and Use of Technology (UTAUT2) is a model that explains how users' perceptions of a technology affect their intention to use it. The model was developed by Venkatesh, Thong, and Xu in 2012. It is an extension of the original UTAUT model, which was developed in 2003.

UTAUT2 includes seven constructs:
- **Performance expectancy:** The degree to which a user believes that using a technology will help them achieve their goals.
- **Effort expectancy:** The degree to which a user believes that using a technology will be easy.
- **Social influence:** The degree to which a user believes that others think they should use a technology.
- **Facilitating conditions:** The degree to which a user believes that the organization and technical infrastructure are in place to support the use of a technology.
- **Hedonic motivation:** The degree to which a user believes that using a technology will be enjoyable.
- **Price value:** The degree to which a user believes that the benefits of using a technology outweigh its costs.
- **Habit:** The degree to which a user is accustomed to using a technology.

UTAUT2 also includes four moderators:
- **Gender:** The user's gender.
- **Age:** The user's age.
- **Experience:** The user's experience with using technology.
- **Voluntariness:** The degree to which the user is required to use the technology.

UTAUT2 is a useful model for understanding how users' perceptions of a technology affect their intention to use it. The model can be used to identify the factors that are most likely to influence a user's decision to use a technology. This information can be used to design more effective marketing and training campaigns for new technologies.","The findings further demonstrated that the effect of involvement on creation (|?ß| = 0.146, p < 0.05), the effect of creation on hot BRQ (|?ß| = 0.203, p < 0.05), and the effect of cold BRQ on cross-buying decisions (|?ß| = 0.154, p < 0.05), were higher for group 2. The effect of hot BRQ on trip decision-making (|?ß| = 0.134, p < 0.05) was higher for group 1. Interestingly, no differences were found pertaining to the associations between involvement and consumption, brand involvement and contribution, consumption and cold BRQ, consumption and hot BRQ, contribution and cold BRQ, contribution and hot BRQ, creation and cold BRQ, cold BRQ and trip decision-making, and hot BRQ and cross-buying. Fig. 2, Fig. 3 present the findings of the structural models of groups 1 and 2.",20.26%,63.15%,77.83%,38.77%,77.22%
93,176.jpg," The image shows a neural network with one input layer, one output layer and one hidden layer. The input layer has 8 neurons, the hidden layer has 10 neurons and the output layer has 1 neuron.","The findings further demonstrated that the effect of involvement on creation (|?ß| = 0.146, p < 0.05), the effect of creation on hot BRQ (|?ß| = 0.203, p < 0.05), and the effect of cold BRQ on cross-buying decisions (|?ß| = 0.154, p < 0.05), were higher for group 2. The effect of hot BRQ on trip decision-making (|?ß| = 0.134, p < 0.05) was higher for group 1. Interestingly, no differences were found pertaining to the associations between involvement and consumption, brand involvement and contribution, consumption and cold BRQ, consumption and hot BRQ, contribution and cold BRQ, contribution and hot BRQ, creation and cold BRQ, cold BRQ and trip decision-making, and hot BRQ and cross-buying. Fig. 2, Fig. 3 present the findings of the structural models of groups 1 and 2.",14.46%,69.45%,79.45%,3.22%,80.12%
94,177.jpg," The table shows the distribution of the sample in terms of gender, age, education, employment status, and net monthly household income.

The sample is fairly evenly split in terms of gender, with 48.5% male and 51.5% female. The majority of the sample is aged between 25 and 44 (32.2%), followed by those aged between 45 and 64 (19.2%). The majority of the sample has a secondary education (47.3%), followed by those with a higher education (46.5%). The majority of the sample is employed (63.8%), followed by those who are actively seeking work (14.9%). The majority of the sample has a net monthly household income of less than 1100 Euros (25.1%).","In the U.S sample, 50.2% of the respondents were female, 43.4% in the age group of 26?41 years, 40.9% had earned a four-year degree, and 84.3% indicated that the trip was domestic. In the Chinese sample, 56.1% were female, 36.9% in the age group of 26?41, 65.6% had earned a four-year degree, and 97.3% indicated that the trip was domestic. Table 1 shows the demographic profiles of participants in both countries.",43.55%,91.26%,85.08%,43.64%,78.96%
95,178.jpg," The table shows the normality test results of the data. The first column is the item number, the second column is the sample size, the third column is the mean, the fourth column is the standard deviation, the fifth column is the Kolmogorov-Smirnov Z value, and the sixth column is the significance value. The significance value is the p-value of the Kolmogorov-Smirnov test. A significance value less than 0.05 indicates that the data is not normally distributed.

From the table, we can see that all of the p-values are less than 0.05, which indicates that the data is not normally distributed.","Establishing validity and reliability of the measures is essential prior to testing the structural model (Hair Jr et al., 2017; Henseler et al., 2009). We assessed the measurement models for the pooled data and then group 1 (U.S.) and group 2 (China). As displayed in Table 3, constructs were internally consistent since Cronbach?s alpha values were > the 0.70 threshold (Nunnally & Bernstein, 1994). The convergent validity criterion was verified, with average variance extracted (AVE) values all above 0.50 (Fornell & Bookstein, 1982).",38.29%,63.46%,80.79%,40.59%,82.17%
96,179.jpg," The table shows the results of a multiple regression analysis. The dependent variable is Use Intention and the independent variables are Performance Expectancy, Effort Expectancy, Subjective Norms, Facilitating Conditions, Hedonic Motivation, Price Value, Habit and Perceived Risk. The results show that all of the independent variables are significant predictors of Use Intention.","As shown in Table 4, discriminant validity was assessed by heterotrait-monotrait criterion (HTMT). The results indicated good discriminant validity as all HTMT values were below the threshold value of 0.90 (Voorhees et al., 2016). A multicollinearity test was employed via the value inflation factor (VIF). VIF values were less than the 5.0 threshold. Hence, multicollinearity was not an issue. The Harman's single-factor test was utilized to control the threat of common method variance. The results of the exploratory factor analysis (unrotated) showed that no single construct explained more than 44.9% of the observed variance. Common method variance did not seem a concern in this study since it was below 50?60% (Fuller et al., 2016).",29.74%,79.93%,81.38%,15.57%,79.12%
97,18.jpg, Two-stage optimization framework for the urban road network,"In the second stage, the structural models for group 1 and group 2 were gauged using SmartPLS 3 (Ringle et al., 2015). To assess the structural model, the R² of the endogenous variables was computed for the model?s explanatory power (Hair Jr et al., 2017). As reported in Table 5, consumption achieved R² value of 38.6% (pooled data), 32% (group 1), and 36.2% (group 2); contribution 44.3% (pooled), 38.5% (group 1), and 42.5% (group 2); creation 40.7% (pooled), 29.3% (group 1), and 43.8% (group 2); cold BRQ 27.7% (pooled), 17.9% (group 1), and 49.8% (group 2); hot BRQ 51.1% (pooled), 39.4% (group 1), and 49% (group 2); trip decision-making 23.9% (pooled), 20.2% (group 1), and 13.9% (group 2); and cross-buying 48.9% (pooled), 37.2% (group 1), and 54.9% (group 2). To assess the strength of the hypothesized relations, a bootstrapping test based on 5000 subsamples was performed. As hypothesized, brand involvement had a positive effect on ?consumption,? ?contribution? and ?creation? (H1a, ß = 0.612, p < 0.05; H1b, ß = 0.645, p < 0.05; H1c, ß = 0.603, p < 0.05, respectively). Accordingly, H1a, H1b, and H1c were verified. Additionally, perceived anonymity had a positive effect on ?consumption,? ?contribution? and ?creation? (H2a, ß = 0.038, p < 0.05; H2b, ß = 0.081, p < 0.05; H2c, ß = 0.119, p < 0.05, respectively). Hence, H2a, H2b, and H2c were confirmed. As hypothesized, consumption had a positive effect on both (H3a) cold and (H3b) hot BRQ (ß = 0.272, p < 0.05; ß = 0.221, p < 0.05, respectively). Contribution had a positive effect on both (H4a) cold and (H4b) hot BRQ (ß = 0.129, p < 0.05; ß = 0.281, p < 0.05, respectively). Additionally, creation had a positive effect on both (H5a) cold and (H5b) hot BRQ (ß = 0.170, p < 0.05; ß = 0.269, p < 0.05, respectively). Therefore, H3a, H3b, H4a, H4b, H5a, and H5b were verified. Cold BRQ had a positive effect on trip-decision making (H6a) and cross-buying (H6b) (ß = 0.057, p < 0.05; ß = 0.411, p < 0.05, respectively). Finally, hot BRQ had a significant positive effect on trip-decision making (H7a) and cross-buying (H7b) (ß = 0.448, p < 0.05; ß = 0.350, p < 0.05, respectively). Thus, H6a, H6b, H7a, and H7b were confirmed.",4.93%,40.18%,78.07%,0.00%,77.44%
98,180.jpg," The table shows the results of a multiple regression analysis. The dependent variable is Use Intention (UI). The independent variables are Performance Expectancy (PE), Effort Expectancy (EE), Subjective Norms (SN), Facilitating Conditions (FC), Hedonic Motivation (HM), Price Value (PV), Habit (HAB), and Perceived Risk (PRISK).

The results show that all of the independent variables are significant predictors of Use Intention. The strongest predictors are Performance Expectancy, Effort Expectancy, and Subjective Norms. These variables are all positively related to Use Intention, meaning that as they increase, Use Intention also increases. The other significant predictors are Facilitating Conditions, Hedonic Motivation, and Price Value. These variables are also positively related to Use Intention. However, Habit and Perceived Risk are negatively related to Use Intention, meaning that as they increase, Use Intention decreases.

The table also shows the collinearity statistics for the independent variables. The tolerance values are all above 0.10, and the VIF values are all below 10.00, indicating that there is no significant collinearity between the independent variables.","A multigroup analysis (MGA) was performed to compare the differences between the model for group 1 with the model for group 2. Differences in the path coefficients between the two data sets are shown in Table 6. In the first step, we tested the measurement invariance of composite models (MICOM) (Henseler et al., 2016). Thus, we followed the three-step process. These steps were computing the ?configural invariance,? ?compositional invariance? and ?the equality of means and variances.? . As displayed in Table 5, the full measurement invariance was partially achieved in the comparison between group 1 and group 2 as step (1) was fully established, and step (2) and step (3) were partially established. The following step was related to the employment of a multigroup analysis to test the path coefficients in both groups. Parametric and nonparametric procedures (PLS-MGA and permutation) were applied to investigate group differences (Hair et al., 2018). As shown in Table 5, the findings indicated that significant differences existed in path coefficients between group 1 and group 2. In the relationship between perceived anonymity and ?consumption,? ?contribution? and ?creation? the effects were stronger for group 1 (|?ß| = 0.113, p < 0.05, |?ß| = 0.106, p < 0.05, |?ß| = 0.088, p < 0.05, respectively).",33.06%,91.35%,80.24%,34.30%,80.45%
99,181.jpg," Table 1. Measurement Model Results

Note: CA = Cronbach's alpha; AVE = average variance extracted; CR = composite reliability; PRI = perceived risk intention; HAB = habit; FCI = facilitating conditions; SN = subjective norm; EE = effort expectancy; PE = performance expectancy; LBRO = likelihood of behavior intention; VAL = valence.","H1: The accuracy in predicting the communication effectiveness of FtF is higher than the accuracy in predicting the effectiveness of email. H1a : The difference in the accuracy of effectiveness predictions between FtF and email is moderated by the closeness between the requester and the target individual. In Study 1, we address RQA and test the related Hypotheses 1 and 1a as seen in the conceptual model displayed in Fig. 1. In this study we try to replicate previous research and reestablish that FtF is more effective than email for approaching potential resource providers. ",1.77%,63.27%,78.77%,16.01%,74.75%
100,182.jpg, **. Correlation Matrix.**," In Study 2, we build on the findings of Study 1 and empirically investigate the effect of perceived effectiveness and other (irrational) factors on media choice (RQM and Hypotheses 2, 3, and 4) as seen in the conceptual model displayed in Fig. 3.  H2 : Perceived differences in the effectiveness of the medium (FtF vs. email) has an impact on the media selection decision. H2a The impact stated in H2 is higher for strangers than for friends. H3 : Perceived differences in the awkwardness and embarrassment of the medium (FtF vs. email) has an impact on the media selection decision. H3a The impact stated in H3 is higher for strangers than for friends. H4 : Perceived differences in the convenience of the medium (FtF vs. email) has an impact on the media selection decision. H4a The impact stated in H4 is higher for strangers than for friends.",0.00%,31.74%,81.75%,0.00%,60.61%
101,183.jpg," The table shows the results of a multiple regression analysis. The dependent variable is Use Intention (UI). The independent variables are Performance Expectancy (PE), Effort Expectancy (EE), Subjective Norms (SN), Facilitating Conditions (FC), Hedonic Motivation (HM), Price Value (PV), Habit (HAB), and Perceived Risk (RISK).

The results show that all of the independent variables are significant predictors of Use Intention. The strongest predictor is Performance Expectancy, followed by Effort Expectancy and Subjective Norms. The other variables are also significant predictors, but they have a smaller effect on Use Intention.

The table also shows the standardized coefficients for each independent variable. These coefficients show the relative strength of each variable in predicting Use Intention. Performance Expectancy has the strongest standardized coefficient, followed by Effort Expectancy and Subjective Norms. The other variables also have significant standardized coefficients, but they have a smaller effect on Use Intention.

Overall, the results of this study show that Performance Expectancy, Effort Expectancy, and Subjective Norms are the strongest predictors of Use Intention. The other variables are also significant predictors, but they have a smaller effect.","The two goals of Study1 were to contrast the accuracy of effectiveness prediction (the difference between actual and predicted effectiveness) for email and FtF requests (H1) and to verify whether this overestimation is moderated by the closeness level between the requesters and the targets (H1a). To test these hypotheses, a new variable (Prediction accuracy) was calculated by subtracting Actual effectiveness from Predicted effectiveness. The data was submitted to a univariate ANOVA1 with factors of Media (email vs. FtF ? Between-subjects) and Closeness (Strangers vs. Friends ? Between-subjects), and Prediction accuracy as the DV. We looked at the main effect of Media which was highly significant [F (1, 109) = 22.105, p < 0.001,  = 0.169] showing that the magnitude of inaccuracy was significantly larger in email compared to FtF when Closeness levels are collapsed (H1 supported). However, neither the interaction [F (1, 109) = 0.321, p = 0.572,   = 0.003] nor the main effect of Closeness (F (1, 109) = 0.028, p = 0.867,   <0.001) was significant. Hence, the pattern of overestimation is not different among Friends and Strangers groups, that is the closeness between requesters and targets does not improve the accuracy of predicted effectiveness (H1a is not supported). We also asked participants to report their own feeling about the task (Table 1). We looked at the ANOVAs to see if there are any differences across conditions in terms of participants? feelings about the task. As expected, we found that the Friends group perceive requesting to be easier and feel less awkward approaching a target individual compared to the Strangers group. However, the two groups do not predict any difference in the embarrassment after being rejected. No significant interaction emerged between Media and Closeness nor any main effect for Media was observed (see Table 1).",35.18%,94.15%,79.67%,24.89%,80.82%
102,184.jpg," The table shows the results of a path analysis. The path coefficients, standard deviations, t-values, p-values, and squared multiple correlations are reported.

The path coefficients represent the strength of the relationships between the variables. The standard deviations represent the amount of error in the estimates of the path coefficients. The t-values represent the ratio of the path coefficients to their standard deviations, and the p-values represent the probability of obtaining a t-value as large as or larger than the observed t-value, assuming that the null hypothesis is true. The squared multiple correlations represent the amount of variance in the dependent variable that is explained by the independent variables.

The results show that all of the path coefficients are significant at the 0.05 level, except for the path coefficient between H6 and PRI-VALUI, which is significant at the 0.06 level. This means that all of the independent variables have a significant effect on the dependent variable, except for H6. The squared multiple correlations show that the independent variables explain 36% of the variance in the dependent variable.","We asked our participants one open-ended and several Likert scale questions (Appendix E) to justify their choice of medium. A content analysis of the open-ended question revealed that our Likert questions covered all the reasons provided by participants. Then, a factor analysis was conducted on the reasoning data leading to two factors and two single items (Table 2).",27.93%,83.39%,81.57%,38.64%,74.03%
103,185.jpg," The table shows the training and testing results of a neural network with 10 inputs and 1 output. The inputs are: performance expectancy, effort expectancy, subjective norms, facilitating conditions, hedonic motivation, perceived risk, habit, and price value. The output is use intention. The training and testing results are both 0.95, which indicates that the neural network is able to learn the relationship between the inputs and the output.","To test hypotheses 2 through 4, an omnibus logistic regression was conducted (Table 3). All the variables were mean-centred and logistic regression was conducted using the bootstrap method with 5000 resampling. Although we have already observed that a substantial portion of requesters chose email, which is the suboptimal medium according to Study1, the expectation was that their reasons would be different when approaching Strangers vs. Friends. Hence, in the following analysis, we included the interaction terms between Closeness and each of the reasons in Table 2. As seen in Table 3, two significant interactions emerged supporting H3a and H4a but not H2a. Please note that the main effects of factors involved in these significant interaction terms (i.e., Closeness, AwkEmbar, and Convenience) are not interpretable at this stage.",35.98%,91.43%,82.16%,21.41%,82.06%
104,186.jpg," The table shows the relative importance of each of the ten criteria in the decision-making process. The criteria are listed in the first column, and the relative importance of each criterion is shown in the second column. The relative importance of a criterion is determined by its weight in the decision-making process. The higher the weight, the more important the criterion is.

The most important criterion is Performance expectancy, with a relative importance of 0.256. This is followed by Effort expectancy, with a relative importance of 0.175. The third most important criterion is Subjective norms, with a relative importance of 0.099. The fourth most important criterion is Facilitating conditions, with a relative importance of 0.052. The fifth most important criterion is Hedonic motivation, with a relative importance of 0.046. The sixth most important criterion is Price value, with a relative importance of 0.022. The seventh most important criterion is Habit, with a relative importance of 0.039. The eighth most important criterion is Perceived risk, with a relative importance of 0.017.

The table also shows the average relative importance of each of the ten criteria. The average relative importance is calculated by taking the sum of the relative importance of each criterion and dividing it by the number of criteria. The average relative importance of the ten criteria is 0.100.","However, we can conclude that Effectiveness does not play a significant role in media selection decision (H2 was not supported) as further confirmed in Table 4. To unpack the significant interaction terms of Closeness, data was split on Closeness levels (Friends vs. Strangers) and separate logistic regressions (bootstrap method with 5000 resampling) were performed for each subset of data (Table 4) with the decision outcome as the dependent variable and reasoning items explained above as independent variables. Although no predictor reached the significance level for the Friends group (H3 and H4 not supported for Friends), the biggest coefficient emerged for Effectiveness. On the other hand, email was more attractive for the Strangers group due to less awkwardness, less embarrassment, and the convenience of an email request (H3 and H4 supported for Strangers). A minority within this group picked the more effective medium for the right reason as shown by the marginally significant coefficient of Effectiveness.",32.79%,81.36%,79.99%,41.55%,83.45%
105,187.jpg," The table shows the results of the PLS-SEM and ANN analyses. The first column shows the relationship between the constructs, the second column shows the OLS standardized coefficient, the third column shows the PLS-SEM path coefficient, the fourth column shows the ANN normalized relative importance, the fifth column shows the OLS ranking based on standardized coefficients, the sixth column shows the PLS-SEM ranking based on path coefficients, and the seventh column shows the ANN ranking based on normalized relative importance.

The results show that the most important relationship in the PLS-SEM model is between PE and UI, with a path coefficient of 0.305. This means that a one-unit increase in PE leads to a 0.305-unit increase in UI. The second most important relationship is between EE and UI, with a path coefficient of 0.185. This means that a one-unit increase in EE leads to a 0.185-unit increase in UI. The third most important relationship is between FC and UI, with a path coefficient of 0.125. This means that a one-unit increase in FC leads to a 0.125-unit increase in UI.

The results of the ANN analysis show that the most important relationship is between SN and UI, with a normalized relative importance of 0.386. This means that SN has the strongest influence on UI. The second most important relationship is between PE and UI, with a normalized relative importance of 0.100. This means that PE has the second strongest influence on UI. The third most important relationship is between EE and UI, with a normalized relative importance of 0.068. This means that EE has the third strongest influence on UI.

The results of the PLS-SEM and ANN analyses are similar, with both models showing that PE, EE, and FC are the most important relationships. However, the ANN analysis also shows that SN is an important relationship, which is not shown in the PLS-SEM model. This suggests that the ANN model may be more accurate in predicting UI.","First, we contrasted the media decision by Male and Female participants by running a logistic regression (bootstrap with 5000 resampling) analysis with Closeness, Gender, and the interaction term of the two variables as the IVs and, the media decision outcome as the dependent variable. As shown in Table G1, no significant interaction effect emerged nor any main effect of Gender on media selection was detected.",33.02%,89.79%,79.65%,36.80%,80.24%
106,188.jpg, Moderator analyses examining the moderating role of perceived risk on the relationship between facilitating conditions and behavioral intention to use mobile payment services.,"Second, we looked at the gender effect of reasoning by running an ANOVA analysis which was explained in the main text. Lastly, we excluded the female participants from the data set and ran another logistic regression. The significant interaction terms in Table 3 were also significant in this analysis.",15.85%,87.37%,84.87%,14.51%,68.20%
107,189.jpg," The steps taken in the laddering method and the results obtained in each step are as follows:

**Step 1: Preference Consumption Distinction**
At this stage, the researcher asks the participant to describe a recent shopping experience. The goal is to understand the participant's preferences and consumption habits.

**Step 2: Probing**
The researcher then asks the participant to explain why they made the choices they did. This helps the researcher to understand the participant's underlying motivations.

**Step 3: Three Levels of Abstraction**
The researcher then asks the participant to identify the three most important reasons why they made the choices they did. This helps the researcher to identify the participant's core values.

**Step 4: Content Analysis**
The researcher then analyzes the data to identify common themes and patterns. This helps the researcher to develop a deeper understanding of the participant's values.

**Step 5: Implication Matrix**
The researcher then creates an implication matrix, which shows how the participant's values are related to each other. This helps the researcher to identify the participant's overall value system.

**Step 6: Hierarchical Value Map**
The researcher then creates a hierarchical value map, which shows the participant's values in a visual format. This helps the researcher to communicate the participant's values to others.","We asked our participants to contrast requesters? perspectives when they are approached FtF and via email. Two separate factor analyses were conducted on FtF and email perspective-taking measures with similar emerging factors as shown in Table A1. Cronbach?s alphas are reported separately for FtF questions and email questions. Separate repeated measure ANOVAs, Closeness (Cls vs. Str ? between-subject) × perspective-taking index (FtF vs. eml ? within-subject), were conducted for each of the three emerged indices and none of them resulted in a significant interaction between Closeness and the perspective-taking index. It suggests that Participants in both Closeness conditions predicted the same magnitude of change in targets? perspectives when moving from FtF to email. As shown in the last column of Table H1, participants, regardless of their closeness level to the target (main effect of media), acknowledged differences between FtF and email requests for some of the indices and Single measures. We tested whether requesters consider any of the significant indices/measures when predicting the effectiveness of each medium. Index 3 was positively correlated with requesters? prediction of both FtF effectiveness (r(106)= 0.401, p < .0001) and Email effectiveness (r(107)= 0.398, p < 0.001). Index 1 was correlated with Email prediction only (r(106)= 0.246, p = 0.011) but it wasn?t strong and vanished when data was split on the Closeness factor. Single1 was correlated both with Email (r(48)= 0.366, p = 0.010) and FtF (r(48)= 0.475, p = <0.001) predictions but Single2 was only correlated with FtF predictions (r(48)= 0.539, p = <0.001). These significant correlations offer possible causes that make requesters to perceive FtF as a more effective channel for reaching out to targets. However, as shown in Study 1, requesters? perception is not even nearly close to the real extent of the difference between the two channels.",27.39%,75.60%,78.44%,29.13%,82.83%
108,19.jpg," The figure shows a decision tree for choosing a semi-supervised learning method. The first step is to determine whether the data is labelled or not. If the data is labelled, then the next step is to determine whether the labelling is reliable. If the labelling is reliable, then semi-supervised learning can be used to improve the performance of the model. If the labelling is not reliable, then active learning can be used to improve the quality of the labels. 

If the data is not labelled, then the next step is to determine whether the data is abundant or scarce. If the data is abundant, then self-supervised learning can be used to learn from the unlabelled data. If the data is scarce, then few-shot learning can be used to learn from a small amount of labelled data.","H1 : There is a negative relationship between the transparency in SHAs? decision and recommendation algorithms and perceived creepiness. H2 : There is a negative relationship between the tangibility of SHAs and perceived creepiness. H3 : Perceived creepiness has a positive relationship with resistance to SHAs. H4 : Resistance has a negative relationship with the intention to use SHAs. H5 : Resistance has a negative relationship with perceived usefulness. H6 : Resistance has a negative relationship with perceived ease of use. H7 : Perceived usefulness has a positive relationship with intention to use SHAs.  H8: Perceived ease of use has a positive relationship with intention to use SHAs.Fig. 1 summarizes the derived conceptual model of this study, which will be tested in our subsequent studies.",14.81%,81.16%,81.34%,42.16%,85.87%
109,190.jpg," The figure shows the relationships between attributes, benefits, and values. The arrows indicate the direction of the relationship. For example, the arrow from the attribute ""portability"" to the benefit ""time saving"" indicates that portability leads to time saving. The values are at the end of the chain, and they are influenced by the benefits and attributes. For example, the value ""economic value"" is influenced by the benefits ""increased productivity"" and ""value for money"".","Fig. 3 displays the final consensus mental model. The final consensus mental model consisted of six constructs: four inhibitors and two enablers. As displayed in Fig. 3, participants? responses to SHAs were shaped by the interplay of the enablers perceived usefulness and perceived ease of use and the inhibitors perceived creepiness, privacy concerns, perceived loss of control, and perceived immaturity of technology. While most of these constructs have been extensively studied in research on technology acceptance and resistance, perceived creepiness emerged as a novel inhibitor for the context of SHAs (see e.g., Chouk and Mani, 2019, Mani and Chouk, 2019, Lee, 2020, or Pal et al., 2021 who examine the inhibiting role of constructs analogous to privacy concerns, loss of control, and perceived immaturity of technology in the context of smart technology). Moreover, the centrality measures indicate that perceived creepiness has the highest centrality of all the identified inhibitors. Thus, these findings offer initial evidence and a glimpse into the possibility that individuals who decide not to utilize SHAs may be influenced by a certain sense of creepiness with them.",41.62%,79.90%,82.51%,13.18%,82.99%
110,191.jpg," **Consumer benefits** are the specific advantages that a consumer perceives from using a product or service. These benefits can be tangible (e.g., a product that is durable or has a long warranty) or intangible (e.g., a product that makes the consumer feel good about themselves).

**Consumer values** are the beliefs and principles that guide a consumer's behavior. These values can be personal (e.g., a consumer who values honesty) or social (e.g., a consumer who values environmental sustainability).

The relationship between consumer benefits and consumer values is complex and multifaceted. On the one hand, consumer benefits are often derived from consumer values. For example, a consumer who values honesty may be more likely to purchase a product that is marketed as being honest and trustworthy. On the other hand, consumer values can also influence the way that consumers perceive benefits. For example, a consumer who values environmental sustainability may be more likely to perceive a product as being beneficial if it is marketed as being environmentally friendly.

Understanding the relationship between consumer benefits and consumer values is essential for marketers. By understanding what consumers value, marketers can develop products and services that appeal to those values and provide the benefits that consumers are looking for.

In the figure, the relationship between consumer benefits and consumer values is shown in a two-dimensional matrix. The matrix shows that there are six main types of consumer benefits: sensory, efficiency, assessment, discovery, security, and lifestyle. Each of these benefits is associated with a number of consumer values. For example, the sensory benefit of perceived aesthetics is associated with the consumer values of security and achievement.

The matrix can be used to help marketers understand the relationship between consumer benefits and consumer values. By understanding the benefits that consumers are looking for, marketers can develop products and services that appeal to those benefits and provide the value that consumers are seeking.","Next, we selected those items with high and distinct loadings on this one factor (= .80). In addition, we sorted out items that did not clearly load on the feeling of creepiness factor. The final item set included seven items (see Table 1).",13.20%,81.33%,80.06%,35.24%,69.45%
111,192.jpg," The figure shows the relationship between AR attributes, consumer benefits, and consumer values. 

AR attributes are the unique features of augmented reality that make it different from other technologies. These attributes include:

* Contextualization: AR can be used to provide users with information about their surroundings, such as historical facts or directions.
* Assortment: AR can be used to help users find products or services that they are looking for.
* Portability: AR devices are lightweight and portable, making them easy to use on the go.

Other AR attributes include customization, interactivity, socialization, reality congruence, informativeness, and shareability.

These AR attributes provide consumers with a variety of benefits, including:

* Sensory: AR can be used to create immersive and engaging experiences that stimulate the senses.
* Efficiency: AR can be used to help users complete tasks more quickly and easily.
* Assessment: AR can be used to help users make better decisions by providing them with more information.
* Discovery: AR can be used to help users discover new products or services.

These consumer benefits ultimately lead to a variety of consumer values, including:

* Sales: AR can be used to increase sales by providing consumers with a more engaging and informative shopping experience.
* Security: AR can be used to improve security by providing users with real-time information about their surroundings.
* Achievement: AR can be used to help users achieve their goals by providing them with the tools and information they need.
* Lifestyle: AR can be used to enhance users' lifestyles by providing them with new and innovative ways to interact with the world around them.
* Economy: AR can be used to save users money by providing them with more efficient ways to shop and complete tasks.
* Status: AR can be used to enhance users' social status by providing them with access to exclusive products and experiences.","Next, we examined the effect of perceived creepiness on resistance. This analysis showed that the creepier participants perceived the SHA, the higher their resistance to using the SHA, supporting H3 (OLS regression including all conditions: B = 0.57, SE =.03, p < .001, d = 1.11). Considering the downstream effects of resistance, we find that all regression paths were significant at p < .001, except for the relationship between ease of use and usage intention (p = .316). In support of H4, resistance exerted a direct negative effect on usage intentions (B = -0.22, SE =.05) and negatively affected perceived usefulness (H5; B = -0.60, SE =.03) and ease of use (H6; B = -0.20, SE =.03). In line with H7, perceived usefulness exerted a positive effect on usage intention (B = 0.71, SE =.03). However, since ease of use did not significantly affect usage intention (B = -0.03, SE =.03), H8 had to be rejected. Finally, we tested the significance of the indirect effects of transparency and tangibility on usage intention through the proposed mediators ? creepiness, resistance, perceived usefulness, and perceived ease of use. Except for the path through perceived ease of use, all indirect effects reached significance at 95% CI. Table 2 provides a detailed overview of all results.",13.66%,71.35%,78.29%,39.53%,82.72%
112,193.jpg," The figure shows the relationships between algorithmic injustice, trust in DA outcomes, discrimination, displacement of responsibility, and guilt.","Anchoring on the challenge-hindrance stressor framework, we apply the JD-R model to propose hypotheses development in the research model (Fig. 1). Specifically, we discuss that THS has a positive effect on workarounds, whereas TCS has a negative effect on workarounds. We also propose that support structures and trait resilience weaken the positive effect of THS on workarounds and strengthen the negative effects of TCS on workarounds.",16.30%,82.97%,83.70%,3.35%,71.22%
